PERMNO,date,NCUSIP,TICKER,PERMCO,NWPERM,PRC,VOL,RET,SHROUT
14593,2006-03-24,03783310,AAPL,7,,59.96000,38345254,-0.003324,848612
14593,2006-03-27,03783310,AAPL,7,,59.51000,39614502,-0.007505,848612
14593,2006-03-28,03783310,AAPL,7,,58.71000,49071408,-0.013443,848612
14593,2006-03-29,03783310,AAPL,7,,62.33000,83947613,0.061659,848612
14593,2006-03-30,03783310,AAPL,7,,62.75000,49730926,0.006738,848612
14593,2006-03-31,03783310,AAPL,7,,62.72000,29251306,-0.000478,849188
14593,2006-04-03,03783310,AAPL,7,,62.65000,29190343,-0.001116,849188
14593,2006-04-04,03783310,AAPL,7,,61.17000,33320095,-0.023623,849188
14593,2006-04-05,03783310,AAPL,7,,67.21000,79992076,0.098741,849188
14593,2006-04-06,03783310,AAPL,7,,71.24000,95201105,0.059961,849188
14593,2006-04-07,03783310,AAPL,7,,69.79000,55250697,-0.020354,849188
14593,2006-04-10,03783310,AAPL,7,,68.67000,32318216,-0.016048,849188
14593,2006-04-11,03783310,AAPL,7,,67.99000,33567898,-0.009902,849188
14593,2006-04-12,03783310,AAPL,7,,66.71000,26490248,-0.018826,849188
14593,2006-04-13,03783310,AAPL,7,,66.46900,26409294,-0.003613,849188
14593,2006-04-17,03783310,AAPL,7,,64.81100,25818076,-0.024944,849188
14593,2006-04-18,03783310,AAPL,7,,66.22000,28426162,0.021740,849188
14593,2006-04-19,03783310,AAPL,7,,65.65000,39232491,-0.008608,849188
14593,2006-04-20,03783310,AAPL,7,,67.63000,59592071,0.030160,849188
14593,2006-04-21,03783310,AAPL,7,,67.04000,28216798,-0.008724,849188
14593,2006-04-24,03783310,AAPL,7,,65.75000,25270847,-0.019242,849188
14593,2006-04-25,03783310,AAPL,7,,66.17000,18903189,0.006388,849188
14593,2006-04-26,03783310,AAPL,7,,68.15000,25426243,0.029923,850508
14593,2006-04-27,03783310,AAPL,7,,69.36000,30252919,0.017755,850508
14593,2006-04-28,03783310,AAPL,7,,70.39000,27271949,0.014850,850508
14593,2006-05-01,03783310,AAPL,7,,69.60000,26875673,-0.011223,850508
14593,2006-05-02,03783310,AAPL,7,,71.62000,27587968,0.029023,850508
14593,2006-05-03,03783310,AAPL,7,,71.14000,24554624,-0.006702,850508
14593,2006-05-04,03783310,AAPL,7,,71.13000,30865392,-0.000141,850508
14593,2006-05-05,03783310,AAPL,7,,71.89000,20145167,0.010685,850508
14593,2006-05-08,03783310,AAPL,7,,71.89000,21272818,0.000000,850508
14593,2006-05-09,03783310,AAPL,7,,71.03000,18993588,-0.011963,850508
14593,2006-05-10,03783310,AAPL,7,,70.60000,16710207,-0.006054,850508
14593,2006-05-11,03783310,AAPL,7,,68.15000,29045382,-0.034703,850508
14593,2006-05-12,03783310,AAPL,7,,67.70000,22946253,-0.006603,850508
14593,2006-05-15,03783310,AAPL,7,,67.79000,18930551,0.001329,850508
14593,2006-05-16,03783310,AAPL,7,,64.98000,33500460,-0.041452,850508
14593,2006-05-17,03783310,AAPL,7,,65.26000,27067056,0.004309,850508
14593,2006-05-18,03783310,AAPL,7,,63.18000,23703455,-0.031873,850508
14593,2006-05-19,03783310,AAPL,7,,64.51000,35232577,0.021051,850508
14593,2006-05-22,03783310,AAPL,7,,63.38000,25796741,-0.017517,850508
14593,2006-05-23,03783310,AAPL,7,,63.15000,24842876,-0.003629,850508
14593,2006-05-24,03783310,AAPL,7,,63.34000,32735679,0.003009,850508
14593,2006-05-25,03783310,AAPL,7,,64.33000,16579481,0.015630,850508
14593,2006-05-26,03783310,AAPL,7,,63.54900,15484366,-0.012141,850508
14593,2006-05-30,03783310,AAPL,7,,61.22000,20149020,-0.036649,850508
14593,2006-05-31,03783310,AAPL,7,,59.77000,45787984,-0.023685,850508
14593,2006-06-01,03783310,AAPL,7,,62.17000,33736233,0.040154,850508
14593,2006-06-02,03783310,AAPL,7,,61.66000,24562239,-0.008203,850508
14593,2006-06-05,03783310,AAPL,7,,60.00000,21695473,-0.026922,850508
14593,2006-06-06,03783310,AAPL,7,,59.72300,25959560,-0.004617,850508
14593,2006-06-07,03783310,AAPL,7,,58.56500,26857764,-0.019390,850508
14593,2006-06-08,03783310,AAPL,7,,60.76000,49966132,0.037480,850508
14593,2006-06-09,03783310,AAPL,7,,59.24000,27719466,-0.025016,850508
